Pclass,Sex,Age,Fare,Embarked,FamilySize,IsAlone,Title,HasCabin,AgeGroup,FareGroup,Survived,split
0.8295675466232271,0.7424272739336898,0.03607604831544715,0.5138115038918489,0.5848923079130708,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,-1.4454352637467087,1,train
-0.3709448379209555,0.7424272739336898,0.03607604831544715,-0.6625632269369692,0.5848923079130708,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,2.860631296034281,0,train
-1.571457222465138,0.7424272739336898,0.03607604831544715,3.9553985809041556,0.5848923079130708,-0.5563385795422586,0.800345547492897,0.11237554563097067,1.8574175621006712,0.24970640316036705,1.7841146560890335,0,train
0.8295675466232271,-1.3469332756346388,-0.8689499567558393,-0.4678743521312413,0.5848923079130708,0.07341192703021858,-1.2494603151507815,1.3823975851428922,-0.5383819020581655,2.444656514891001,0.7075980161437861,1,train
-0.3709448379209555,-1.3469332756346388,0.11149488207138768,-0.11597681371233177,0.5848923079130708,0.7031624336026958,-1.2494603151507815,1.3823975851428922,-0.5383819020581655,0.24970640316036705,-0.36891862380146123,1,train
0.8295675466232271,0.7424272739336898,-0.6426934554880177,-0.48696219079802316,0.5848923079130708,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,0.7075980161437861,0,train
0.8295675466232271,0.7424272739336898,-0.265599286708315,0.5138115038918489,0.5848923079130708,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,-1.4454352637467087,1,train
-1.571457222465138,0.7424272739336898,0.03607604831544715,4.075039579498675,-1.9162687925920723,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,1.7841146560890335,0,train
0.8295675466232271,0.7424272739336898,0.03607604831544715,-0.5011900954135049,-0.6656882423395009,-0.5563385795422586,0.800345547492897,0.11237554563097067,-0.5383819020581655,0.24970640316036705,0.7075980161437861,1,train
0.8295675466232271,-1.3469332756346388,0.11149488207138768,-0.2877611150115036,0.5848923079130708,0.07341192703021858,-1.2494603151507815,1.3823975851428922,-0.5383819020581655,0.24970640316036705,-0.36891862380146123,0,train
